Id Empresas,Id Frutas,Id Cliente,Cantidad,Anio,Ventas EEUU,Ventas China,Ventas Espana,Ventas Francia,Ventas Canada
4,6,3,886,2013,1,4,3,2,3
3,6,2,1664,2013,1,4,2,3,1
1,2,4,1345,2018,1,3,1,3,3
3,3,4,2200,2018,5,3,3,2,2
3,2,2,1927,2017,1,4,1,2,4
7,6,4,1706,2017,3,3,3,2,2
2,3,2,855,2011,2,3,2,2,5
7,6,2,1172,2020,2,3,1,3,3
4,4,5,1908,2020,2,4,3,3,1
5,6,1,2018,2014,2,3,2,3,2
3,7,5,1274,2016,1,4,3,2,3
1,7,1,2002,2017,4,3,2,3,1
4,3,2,2001,2013,1,3,3,2,3
2,4,3,2290,2011,2,4,3,3,5
3,3,4,1200,2013,1,4,1,2,5
4,7,4,2190,2017,2,3,1,2,3
3,6,2,2165,2016,5,3,3,3,5
7,2,4,1997,2014,2,3,3,3,4
3,7,3,1826,2015,2,3,3,3,4
1,6,5,2307,2018,2,3,2,2,3
3,6,4,2056,2014,2,4,2,3,1
5,1,5,1966,2015,3,3,2,3,5
6,1,1,1023,2013,1,3,3,3,2
5,5,4,983,2016,4,4,3,3,4
6,7,3,2101,2014,3,3,3,3,5
5,7,3,2205,2016,4,4,3,3,5
6,6,3,1833,2012,5,4,2,3,1
6,2,4,1266,2012,4,3,2,2,3
7,7,2,997,2016,2,4,3,2,3
1,5,4,1220,2019,1,4,3,3,1
5,4,5,862,2012,2,4,2,2,1
1,5,5,1207,2020,4,3,2,2,2
5,6,3,2013,2020,5,4,3,3,4
7,2,3,1411,2010,4,4,1,2,4
4,5,4,1293,2012,3,4,1,3,1
2,3,2,1792,2010,1,4,1,3,3
1,7,3,1035,2012,2,3,3,2,2
3,3,2,1867,2014,1,3,1,3,4
5,2,3,1311,2010,2,3,2,2,5
1,7,2,1533,2014,3,4,3,3,2
6,2,2,1689,2020,2,3,2,2,3
4,4,4,844,2019,4,3,3,2,2
1,1,3,1937,2011,1,3,1,2,4
1,4,5,1978,2010,5,3,2,2,2
1,3,1,1254,2014,1,3,3,3,3
1,4,2,1019,2014,3,3,3,2,4
1,7,5,1187,2012,2,4,1,3,2
2,1,2,901,2019,3,4,3,2,2
5,1,5,1393,2018,3,3,3,3,3
4,6,4,1356,2015,2,4,3,2,4
1,1,1,1528,2015,2,4,2,2,2
5,1,4,877,2010,5,4,3,2,5
2,4,1,1234,2017,4,4,1,3,3
4,6,5,1723,2013,2,3,2,2,1
6,7,4,2088,2016,1,4,3,3,4
5,2,3,840,2020,5,3,1,3,5
5,4,2,1155,2017,1,3,1,3,1
3,5,4,1002,2010,3,4,1,3,4
6,2,1,808,2020,2,4,3,3,1
1,3,4,2304,2016,2,3,2,3,2
3,2,2,1756,2015,3,4,3,3,3
6,6,5,1866,2018,2,4,2,2,2
2,4,4,1754,2010,2,3,2,3,4
2,1,1,1781,2018,5,4,3,3,5
2,3,4,2078,2013,5,4,2,3,5
3,4,4,946,2012,2,3,1,3,4
6,1,4,2339,2015,5,4,2,3,4
2,3,4,1795,2011,4,3,2,3,3
4,7,3,2032,2010,2,4,2,2,2
5,1,3,1163,2017,4,3,1,2,5
5,4,3,2001,2015,2,4,3,2,2
3,2,1,1035,2012,4,3,2,2,5
4,1,3,1258,2010,1,3,2,3,2
7,7,4,946,2010,3,4,2,2,4
6,6,5,1212,2013,4,3,1,2,2
3,1,5,2398,2016,5,4,1,3,2
7,3,2,1062,2018,2,4,2,2,2
7,1,4,1398,2019,4,3,3,3,5
7,3,4,1387,2015,5,3,2,2,3
7,6,1,1081,2011,5,4,2,2,1
1,2,3,1646,2010,5,4,3,3,3
3,3,4,1832,2020,2,4,2,3,3
4,6,5,1672,2012,4,3,1,2,2
4,5,3,1058,2020,4,3,2,2,2
6,1,3,2262,2020,2,3,3,3,5
6,2,5,2362,2013,1,3,2,3,4
4,3,1,1785,2013,4,4,2,2,4
2,2,3,2315,2013,1,3,1,3,5
1,7,5,1338,2017,1,4,3,3,4
3,6,2,1691,2020,3,3,2,2,1
4,2,2,2341,2018,4,3,2,2,5
3,1,5,2287,2012,1,3,1,2,5
2,7,3,1717,2013,4,3,1,3,5
7,5,2,1516,2014,3,3,3,3,1
6,1,1,1704,2015,3,4,1,2,3
6,7,4,1214,2020,4,4,3,3,2
7,3,2,1982,2016,4,4,3,2,2
2,5,3,1395,2012,3,3,2,3,4
4,3,5,964,2017,4,4,2,2,4
4,2,2,840,2019,2,4,2,3,5
3,3,4,868,2019,2,3,1,2,5
7,1,3,1331,2014,5,4,2,2,5
1,1,4,2133,2016,3,4,2,3,4
5,7,5,1676,2020,2,3,1,3,5
4,6,3,2187,2019,3,3,1,2,4
5,4,3,1913,2013,5,3,1,2,4
5,7,1,1885,2014,5,3,1,3,1
1,4,3,1220,2014,3,3,2,3,1
4,5,4,1468,2011,5,3,2,2,4
5,4,5,2291,2012,2,4,1,3,3
7,2,3,1933,2011,4,4,1,3,1
4,4,2,2281,2011,4,4,1,2,4
7,2,3,2303,2020,1,4,3,2,5
3,1,3,1174,2016,2,4,1,2,3
3,1,1,2078,2016,3,3,3,2,3
6,4,4,2195,2011,3,3,2,3,3
5,5,3,1513,2014,3,3,1,2,5
2,6,1,1992,2020,4,3,2,3,3
4,2,4,1497,2017,2,3,1,2,1
2,6,2,1391,2018,5,4,3,2,3
3,6,2,1828,2017,5,4,1,2,5
4,6,1,2284,2018,4,4,3,2,5
7,5,4,1168,2015,2,4,2,2,2
4,1,2,1204,2014,3,3,2,2,4
3,4,5,1273,2015,4,4,1,3,1
6,1,2,1054,2014,1,4,2,3,1
6,3,2,1106,2015,5,3,2,3,5
3,7,2,1765,2011,2,4,2,2,5
2,5,5,1387,2015,4,4,2,2,4
5,1,2,2155,2017,1,3,2,2,4
1,1,5,2124,2016,5,4,2,3,2
6,7,3,2279,2020,3,3,2,3,5
4,3,4,1540,2016,2,4,2,3,4
4,6,1,1759,2019,1,4,2,2,2
3,3,4,2259,2017,3,3,2,3,4
2,1,1,2327,2017,3,3,1,2,4
6,4,5,1944,2020,1,3,1,2,2
2,3,5,1038,2010,1,3,2,2,2
3,5,3,1805,2016,2,3,1,2,1
6,2,5,871,2014,5,4,2,2,5
4,2,1,2287,2014,5,4,2,3,5
2,3,2,1855,2015,2,4,3,3,4
7,6,3,1988,2018,1,4,1,2,1
6,6,5,1443,2011,2,3,2,3,2
6,1,4,1153,2011,2,4,3,2,1
7,3,5,2178,2015,2,4,1,3,3
3,2,5,1824,2015,3,4,1,2,4
2,7,5,2396,2011,4,3,2,2,1
1,7,1,935,2014,3,4,3,2,1
2,7,3,1903,2011,5,4,3,3,5
5,3,2,1658,2015,3,4,2,2,3
4,2,4,1077,2018,1,4,3,3,2
6,4,4,1793,2010,3,3,3,2,4
3,7,2,1208,2016,2,3,1,2,2
7,2,5,1813,2012,4,3,1,3,4
1,6,4,1965,2012,4,4,3,2,3
5,3,3,2219,2016,1,3,1,3,1
2,5,3,821,2018,4,3,3,3,4
5,2,2,834,2018,4,4,2,2,4
5,1,4,2091,2011,3,4,2,3,1
1,5,1,1385,2015,5,3,3,3,2
7,5,2,1200,2013,2,4,3,3,1
6,1,4,2185,2010,4,4,1,3,4
1,6,2,2120,2015,1,4,3,2,1
6,2,3,1496,2019,5,4,2,3,4
6,2,4,2320,2014,1,3,1,2,5
1,7,3,1942,2012,5,4,3,3,4
6,2,2,1553,2011,5,3,3,3,5
2,1,3,1940,2018,1,3,2,2,5
4,2,3,1554,2011,4,3,2,2,5
4,1,1,813,2014,5,4,1,2,1
5,4,5,910,2016,1,4,3,2,4
4,6,2,1820,2010,3,3,3,3,5
4,5,2,1862,2011,5,3,1,3,4
6,7,2,1027,2018,3,3,2,2,4
2,6,3,1840,2019,1,3,3,3,4
1,1,5,2129,2014,2,3,1,2,3
5,7,3,2209,2018,5,3,2,2,3
4,2,2,2181,2020,4,3,2,3,4
3,1,5,1306,2016,1,4,1,2,5
5,2,3,1362,2020,1,3,1,3,3
2,4,4,2331,2012,1,3,3,3,2
7,4,4,1917,2017,1,4,3,3,2
4,4,1,1418,2011,2,4,1,2,2
6,6,2,2234,2019,5,3,3,3,2
5,2,4,2127,2020,5,3,3,3,3
6,1,1,1254,2016,2,4,1,3,3
2,1,3,1780,2010,2,4,2,2,5
6,4,1,2221,2010,3,4,3,2,3
2,6,4,2343,2010,2,4,2,3,1
6,5,5,1981,2017,4,4,3,2,1
7,3,5,1313,2015,1,4,3,2,5
1,4,5,1143,2011,3,3,1,2,4
4,7,4,1906,2019,3,3,1,3,1
5,7,5,1607,2020,4,4,3,3,2
3,6,2,1182,2013,2,3,2,2,5
7,1,4,1292,2011,2,4,2,2,5
6,7,1,1426,2011,3,4,1,3,4
2,7,2,1736,2020,3,4,3,3,4
7,6,1,1046,2013,4,3,2,3,2
6,5,3,1588,2012,1,4,2,3,4
7,7,4,1140,2017,4,4,1,3,2
4,4,5,1732,2020,3,3,3,2,4
5,7,5,1339,2013,4,4,1,3,2
1,1,5,1207,2010,3,3,2,2,2
6,2,1,1672,2015,2,3,3,2,5
3,7,1,1820,2014,2,4,1,3,5
7,6,3,1146,2019,2,3,1,2,1
7,2,4,2347,2018,2,4,3,2,4
1,3,2,1885,2020,2,3,2,3,1
1,6,5,1594,2012,3,3,2,2,5
4,4,5,1113,2010,2,3,2,3,5
4,4,2,853,2010,3,3,1,3,1
3,7,4,2031,2012,5,4,3,3,5
7,7,2,1690,2015,1,3,2,2,4
1,4,3,988,2016,3,3,1,2,2
3,6,1,1401,2020,3,4,3,2,1
7,6,5,1598,2015,5,4,3,3,3
3,2,3,1096,2014,1,4,1,3,5
4,6,2,1695,2018,3,3,2,3,1
4,7,3,1096,2016,5,4,1,3,1
5,1,2,1625,2016,5,4,3,3,4
1,5,5,1262,2014,5,4,2,3,3
1,5,5,2300,2015,3,3,3,2,1
2,5,1,1025,2020,5,3,2,2,5
3,7,1,1409,2019,3,4,2,3,5
4,3,5,2392,2011,2,3,1,3,3
7,3,2,1740,2019,5,3,2,2,3
6,4,4,2317,2015,5,4,2,2,4
3,7,3,869,2014,4,4,2,2,3
7,2,1,1147,2020,3,3,1,3,5
1,5,3,1725,2020,2,4,3,3,3
7,5,3,910,2016,4,3,2,2,3
5,4,3,1651,2015,4,3,2,3,5
4,5,5,2269,2014,5,3,3,2,2
1,3,1,2142,2020,1,3,1,2,5
5,7,2,1573,2015,5,4,1,2,2
3,6,2,1945,2010,3,3,1,2,5
6,5,3,1153,2017,1,4,3,3,5
6,1,4,2398,2016,4,4,2,2,2
6,4,5,1381,2017,4,3,1,3,5
6,7,3,1134,2015,5,3,2,3,3
7,4,2,1291,2020,5,4,2,2,1
6,2,4,1788,2016,2,4,2,2,4
3,2,5,1625,2017,1,4,3,2,1
4,7,3,1047,2011,3,4,2,2,1
1,3,2,1599,2010,4,4,1,3,4
7,6,2,1065,2017,4,3,2,2,1
2,6,2,2074,2017,4,4,1,3,1
3,3,3,2284,2018,3,3,1,3,4
6,4,2,2186,2010,4,4,3,2,3
7,1,4,1341,2014,2,4,3,3,3
2,7,5,2097,2016,2,4,1,3,2
1,4,4,1528,2017,3,4,1,2,3
1,5,4,946,2017,1,4,1,3,1
2,4,3,1373,2013,3,4,2,2,4
4,1,2,954,2016,2,4,3,2,1
3,5,3,1995,2010,1,4,1,3,3
7,6,1,940,2013,2,4,2,2,5
6,4,1,2138,2015,3,4,3,2,3
5,2,1,1887,2014,4,4,3,3,3
7,3,2,1841,2010,5,4,1,2,4
2,7,3,1955,2019,3,4,2,3,4
7,2,4,1410,2019,2,4,1,2,3
4,5,4,1624,2018,2,4,3,2,4
1,7,1,979,2012,4,4,3,2,3
2,2,4,1424,2018,5,4,1,2,2
1,2,2,1269,2010,5,3,2,2,3
7,7,1,2152,2017,1,4,3,3,3
2,1,3,1635,2018,2,4,3,2,5
3,5,4,840,2019,3,4,3,2,1
3,6,1,1255,2020,3,3,1,3,1
1,4,4,802,2015,5,3,3,3,3
7,6,5,1454,2018,4,4,3,2,1
7,3,2,819,2013,2,3,1,2,4
5,4,4,1088,2018,2,3,3,2,4
4,7,4,1420,2013,4,4,1,2,4
2,6,2,2138,2011,3,3,1,2,3
7,4,5,2125,2018,3,3,3,3,4
2,4,3,1065,2014,2,3,3,2,1
1,2,3,1130,2013,5,4,3,3,3
6,2,1,2322,2018,4,4,1,2,4
5,1,2,1122,2014,2,3,1,3,1
1,7,3,1486,2020,4,3,3,2,2
5,1,2,2328,2013,3,4,3,2,2
1,1,2,1926,2018,4,3,3,2,1
3,2,4,1675,2020,2,3,2,3,1
4,3,4,1689,2010,4,3,1,3,5
5,5,3,2272,2020,5,3,2,2,3
6,3,1,1841,2020,2,4,2,2,2
3,4,5,2108,2017,5,3,1,3,2
2,3,2,1355,2013,4,3,1,3,4
2,2,2,1440,2014,5,3,2,3,4
5,7,1,2124,2020,5,4,2,3,2
4,3,1,2055,2012,1,4,2,3,4
6,7,4,2294,2018,3,3,1,2,2
1,2,5,972,2014,3,3,2,2,5
7,7,1,1205,2011,3,4,3,3,4
2,3,5,831,2015,5,4,2,3,3
4,6,1,1728,2018,4,3,2,2,5
4,4,2,1318,2014,4,3,1,3,4
5,3,1,1441,2018,2,4,2,3,5
5,7,2,1850,2016,5,4,1,2,4
4,6,1,1506,2012,4,4,1,2,2
3,4,5,1553,2010,4,4,3,3,3
1,4,2,1091,2017,3,4,3,2,3
6,4,2,1977,2017,2,3,1,2,2
1,7,4,1314,2012,3,4,1,2,1
6,6,4,1076,2019,1,3,1,3,1
1,6,2,1586,2017,4,4,2,3,2
1,7,2,1003,2013,1,3,3,3,4
6,7,2,2378,2020,1,3,1,2,2
5,6,3,1119,2020,1,3,1,3,4
3,3,1,983,2013,2,3,3,2,4
3,4,5,895,2013,1,4,3,2,5
4,7,5,1764,2010,2,4,1,2,2
7,3,1,901,2020,2,4,1,2,2
2,1,2,1849,2013,4,3,3,2,3
6,1,1,1845,2010,4,4,1,3,5
3,3,3,1378,2014,1,3,2,3,4
4,3,3,850,2015,3,4,3,2,1
2,6,1,2217,2018,3,3,2,3,1
2,4,4,1303,2019,2,4,2,3,5
3,2,5,1074,2014,2,4,2,2,4
3,3,5,1730,2010,3,3,2,2,5
5,4,4,2069,2013,5,4,2,3,5
2,1,3,1791,2010,5,3,1,2,1
6,7,2,1902,2014,3,4,3,3,4
4,6,1,1367,2012,4,4,1,2,1
4,7,2,1649,2011,5,3,3,3,1
4,6,2,1238,2014,5,4,3,2,4
6,6,1,1314,2013,4,3,3,2,1
5,1,4,1195,2010,5,3,1,2,5
1,2,5,1884,2011,5,4,1,3,1
1,2,1,1976,2012,5,3,3,2,3
5,4,3,1709,2019,2,4,3,3,2
4,2,2,940,2018,5,4,2,3,1
5,6,2,2359,2012,2,4,2,3,5
5,7,4,839,2011,5,4,1,2,1
7,4,2,935,2016,5,4,3,3,5
4,5,2,2303,2018,2,4,3,3,5
4,2,3,1670,2012,2,3,3,3,5
6,5,4,1253,2012,3,3,2,3,1
4,1,3,1100,2016,1,4,2,2,3
6,2,4,1098,2012,2,4,3,3,1
7,5,4,2340,2012,1,4,2,2,1
7,2,1,1961,2017,5,4,3,2,3
7,6,2,1326,2011,2,4,3,2,3
5,1,3,1722,2019,2,4,1,2,2
2,4,5,1880,2019,2,3,2,3,3
7,6,2,2213,2010,5,3,2,2,5
2,5,3,1321,2019,3,3,3,2,2
2,4,5,1616,2013,1,3,1,3,3
1,2,4,1235,2010,2,4,2,3,4
7,7,3,823,2016,2,3,1,3,5
7,6,1,938,2011,1,3,3,3,1
3,6,4,890,2020,4,3,2,3,1
1,3,5,1513,2010,5,4,1,2,1
1,4,4,1323,2012,3,3,2,2,3
2,6,5,1113,2010,2,3,2,3,2
7,5,5,2398,2016,2,3,3,2,3
5,4,5,2027,2020,5,4,3,2,5
5,2,2,1124,2020,4,3,1,3,3
1,6,3,2076,2015,4,3,2,2,4
4,3,4,1710,2013,2,4,1,2,3
1,7,2,2294,2018,2,4,1,3,2
1,1,1,2359,2017,2,4,1,3,1
2,6,1,982,2017,1,4,3,2,2
6,4,2,1554,2012,1,3,1,3,5
5,3,4,1318,2016,3,3,1,3,2
2,4,4,1038,2017,5,3,1,3,1
1,7,5,1500,2018,3,3,1,2,5
3,1,2,1747,2017,4,4,3,3,2
4,4,1,1072,2019,3,3,2,2,2
3,1,4,1006,2017,1,4,1,3,4
2,7,5,1989,2014,3,4,2,3,1
3,7,5,1692,2017,5,4,2,3,5
7,2,1,1335,2012,4,3,3,2,5
1,7,5,1121,2019,2,4,3,2,2
4,6,3,1872,2011,5,4,1,2,3
1,1,4,1144,2010,1,4,1,2,2
3,5,4,918,2011,2,4,2,2,1
3,7,1,1574,2014,2,3,3,2,1
4,6,5,860,2018,2,3,1,3,2
6,3,5,1434,2019,1,4,2,2,4
6,2,4,1879,2020,2,4,3,2,5
4,2,5,1028,2012,1,4,1,2,1
6,1,2,2326,2013,5,4,2,3,5
4,6,1,1681,2018,1,4,2,3,3
5,1,4,962,2015,3,3,2,2,4
2,6,5,1780,2013,2,3,3,2,3
5,5,1,820,2019,5,4,2,2,5
1,6,1,1569,2019,2,3,1,2,2
3,4,2,2103,2011,4,3,2,2,4
4,1,4,1471,2019,4,4,1,3,3
2,4,1,1379,2015,3,4,1,2,3
2,7,3,857,2013,4,3,2,3,2
3,3,1,904,2020,1,4,1,2,4
7,4,2,2351,2010,2,3,2,3,1
5,4,1,874,2016,3,3,3,3,1
2,1,4,2060,2014,5,3,3,3,2
3,3,2,1668,2016,4,4,1,3,5
7,6,3,1332,2013,3,3,3,2,3
7,7,1,1670,2013,3,3,2,3,2
4,4,4,1406,2016,1,3,1,3,3
1,4,3,1706,2012,3,4,3,3,4
7,5,5,1816,2011,2,4,1,3,5
4,7,5,1211,2016,5,4,3,3,3
4,3,2,1970,2018,3,4,2,3,2
5,6,1,2300,2020,5,3,3,3,4
1,1,2,1089,2016,4,3,3,2,5
6,2,1,2211,2020,3,4,3,2,5
2,1,4,1778,2014,2,3,3,3,2
6,3,5,2281,2010,4,4,1,3,2
3,6,3,2377,2020,1,3,2,3,1
1,5,5,2096,2020,4,3,1,3,2
4,4,2,1391,2013,1,3,2,3,2
3,3,3,1662,2020,2,4,3,2,1
7,7,4,1191,2020,2,4,1,2,5
7,5,3,1669,2013,4,4,2,2,4
4,3,4,1965,2010,1,3,3,3,1
2,5,1,2320,2018,3,3,1,3,1
3,1,4,2040,2019,1,4,2,3,4
3,6,4,827,2020,2,3,2,2,4
2,6,1,1219,2013,5,3,2,3,3
3,5,2,1493,2015,5,4,1,3,4
5,2,1,1835,2020,5,4,3,2,5
5,1,5,2057,2015,3,3,1,3,4
3,7,1,1151,2015,2,4,2,2,1
3,6,1,2317,2019,5,4,3,3,1
1,1,5,1881,2018,3,4,2,2,3
5,1,2,1156,2020,4,3,3,3,4
4,2,4,1129,2020,5,3,2,2,4
5,1,4,1748,2017,2,3,2,3,5
6,1,2,2221,2011,1,3,1,2,2
2,6,4,1597,2019,1,4,1,3,2
6,6,4,2275,2015,2,3,3,2,5
2,6,1,1594,2017,4,4,3,3,2
3,3,2,2193,2015,1,3,1,2,1
7,6,5,1963,2012,5,4,2,3,3
1,4,3,2325,2015,1,4,2,2,5
7,2,5,1036,2017,5,3,1,2,2
4,4,2,1310,2016,5,3,1,3,4
2,3,1,965,2020,5,3,2,3,3
7,5,1,1795,2012,4,4,3,2,4
5,3,3,1526,2011,4,3,2,2,2
2,1,4,1639,2010,5,3,3,3,3
6,6,1,1510,2016,3,4,3,3,3
5,7,3,1839,2020,5,4,3,3,2
7,1,1,1571,2020,4,4,1,2,3
4,4,3,1361,2014,2,4,2,3,4
1,4,3,1117,2017,3,3,3,3,2
5,3,4,1970,2010,3,3,3,2,2
2,6,5,959,2011,4,3,2,3,2
5,6,1,2365,2015,3,3,2,2,4
5,4,5,1668,2019,4,4,3,2,3
2,1,5,1699,2010,4,4,2,3,4
1,3,1,2071,2019,1,4,1,2,3
2,4,4,875,2013,4,4,1,2,3
1,6,2,1091,2010,3,3,3,3,2
5,5,3,1264,2019,1,3,3,3,2
3,6,3,1320,2010,3,3,3,2,1
3,7,1,1046,2011,3,3,3,2,1
7,3,5,2123,2013,4,3,3,2,1
6,1,4,2024,2015,4,3,1,3,5
3,7,5,2120,2020,2,3,1,2,2
1,5,4,1304,2017,3,3,1,3,3
7,6,4,2092,2016,3,4,3,3,1
3,4,5,1153,2014,5,3,1,2,5
4,4,1,1188,2010,3,4,3,3,5
6,1,2,1996,2019,4,3,3,3,3
6,5,5,1058,2011,1,3,1,2,2
5,4,3,2221,2019,1,3,2,3,4
2,5,1,2161,2017,3,3,1,3,2
5,3,5,2075,2011,3,4,2,2,3
2,2,2,1441,2012,4,4,2,2,5
6,6,4,1592,2012,1,4,2,3,4
7,3,4,1623,2018,5,3,1,3,1
5,1,3,2234,2019,2,4,2,3,3
7,7,4,1986,2014,1,3,1,3,1
2,3,1,1774,2011,3,4,2,3,5
1,6,3,1115,2018,3,3,1,3,3
3,5,2,1297,2014,2,4,1,2,3
7,2,4,966,2011,3,4,1,2,5
7,6,1,1032,2020,1,4,2,2,3
7,3,3,2020,2010,4,3,1,2,1
1,7,4,1342,2016,5,3,3,2,4
6,7,1,2095,2019,2,3,1,3,4
3,4,4,1949,2014,2,4,3,2,2
2,6,4,1942,2013,3,4,2,2,3
5,6,5,1439,2017,4,4,1,3,2
5,6,4,1630,2017,5,3,2,3,1
2,7,3,2158,2017,5,4,2,2,2
1,3,5,1898,2017,3,3,2,3,2
6,3,5,2059,2016,2,4,1,3,3
5,6,5,2040,2010,3,4,2,2,5
1,2,3,1775,2012,5,3,2,2,2
7,4,3,2303,2010,1,4,3,3,3
6,6,3,992,2013,2,3,1,3,2
5,7,4,2201,2015,4,3,2,3,2
7,1,3,1046,2017,2,4,2,2,1
6,6,4,2318,2016,4,4,1,2,2
7,7,5,2394,2016,1,3,3,2,5
1,7,4,1998,2020,4,3,1,2,5
3,6,3,1927,2014,1,3,1,2,3
1,1,3,1048,2010,3,4,1,2,5
2,4,5,1136,2017,5,4,2,3,2
1,7,2,1751,2020,3,4,2,2,5
5,3,2,1444,2017,4,4,1,2,4
3,2,5,1986,2012,3,3,3,2,5
7,5,5,1230,2011,5,4,2,2,3
4,3,1,821,2012,4,3,3,3,3
5,5,3,932,2012,2,4,1,2,4
6,1,4,1500,2012,3,3,1,2,2
5,1,3,838,2018,3,4,3,2,1
3,1,5,1481,2013,1,4,1,3,4
4,2,5,1456,2017,1,3,2,2,2
4,2,1,1936,2017,2,4,1,3,5
6,3,5,1866,2012,4,4,2,2,3
5,5,4,1387,2013,1,4,2,2,2
6,5,1,1480,2015,5,4,1,3,3
4,3,1,2039,2014,3,3,3,3,2
1,6,2,986,2018,1,3,3,3,1
7,5,1,1318,2016,4,4,1,3,3
6,1,5,2294,2010,3,3,2,3,1
6,3,4,2224,2016,4,4,2,2,1
2,7,3,955,2014,5,4,3,3,5
5,2,2,813,2018,4,3,3,3,1
7,1,5,2209,2010,4,4,1,2,2
3,2,2,1498,2013,3,3,3,3,2
6,6,4,2367,2019,4,3,3,3,4
7,4,5,809,2018,4,4,3,2,2
1,6,3,2073,2018,1,3,1,2,2
7,7,1,2339,2013,4,3,3,2,5
4,1,2,2039,2013,2,3,3,2,4
4,2,5,1157,2013,2,3,1,2,2
1,5,3,848,2019,5,4,1,3,1
6,4,2,1927,2011,3,3,3,2,4
1,2,1,2230,2010,2,3,2,3,3
7,7,4,882,2017,1,4,2,3,5
6,6,4,1839,2013,4,4,2,3,2
2,5,4,2025,2016,2,4,3,2,5
7,3,5,836,2016,4,4,2,3,2
6,6,3,1703,2010,3,4,2,3,4
2,5,4,1450,2010,3,3,3,2,2
1,4,3,2107,2016,2,4,1,2,4
5,1,5,1915,2018,3,4,1,2,2
1,7,1,1189,2016,1,3,3,3,4
6,7,1,881,2016,2,4,2,2,1
5,2,5,1229,2010,3,3,1,3,4
3,4,1,1957,2011,3,3,1,3,3
3,3,1,1041,2014,5,3,2,3,2
6,3,5,2366,2016,3,4,3,3,2
2,7,5,1459,2019,2,3,1,2,5
4,3,5,2302,2018,2,3,1,2,3
2,6,4,1818,2014,3,3,3,2,4
4,4,1,1936,2012,2,4,2,3,1
5,4,2,1697,2017,1,4,1,3,1
4,6,4,2268,2019,2,4,1,2,3
2,6,5,1803,2010,1,3,3,3,5
1,3,5,2246,2016,3,3,3,2,2
3,5,4,2390,2012,4,3,2,2,3
3,4,4,2385,2010,1,4,2,2,3
4,7,2,1676,2014,4,4,2,3,5
2,1,2,1845,2012,2,3,2,2,4
1,1,1,2140,2014,5,4,2,3,3
1,6,4,1288,2012,1,4,3,3,5
6,2,4,1770,2015,3,3,2,3,2
6,4,3,1645,2018,4,3,3,2,2
7,7,2,966,2010,1,3,3,2,1
7,7,5,1698,2013,5,3,1,2,3
6,6,1,1787,2014,4,4,1,3,1
1,1,3,846,2019,5,3,2,2,4
4,4,4,2010,2017,3,4,2,3,2
6,4,3,1019,2016,1,4,2,3,1
2,2,4,1751,2015,1,3,1,3,4
5,5,4,1162,2011,2,3,2,3,3
7,3,1,805,2011,1,3,1,2,1
1,4,5,1073,2013,1,3,2,3,4
6,7,4,1617,2014,4,4,1,2,2
1,5,1,1639,2010,2,3,2,2,4
3,2,2,1109,2015,2,3,3,3,1
4,3,4,1128,2013,5,4,1,2,4
1,4,4,1038,2011,2,3,1,3,1
1,5,1,2252,2015,3,3,2,2,1
6,1,3,1050,2014,5,3,2,3,3
2,5,4,1935,2014,3,3,2,2,2
5,7,4,1792,2012,1,4,1,2,5
6,5,4,1061,2017,4,4,1,2,4
2,2,4,1448,2020,3,4,2,3,4
1,4,2,1357,2010,4,4,1,2,4
1,2,3,1823,2012,4,4,1,3,5
1,3,1,2063,2010,3,3,2,3,2
2,6,3,1070,2014,5,4,2,3,2
7,4,5,1474,2019,3,3,1,3,3
3,2,3,1169,2011,4,3,2,3,3
4,5,1,2000,2018,3,4,3,3,4
1,1,4,1220,2014,5,3,2,2,2
1,3,5,2176,2018,2,3,1,2,2
7,6,5,1960,2017,2,3,2,2,1
2,4,3,1300,2018,2,4,3,2,2
4,6,2,1092,2016,4,4,2,2,4
7,4,1,1167,2018,1,3,3,3,5
5,7,4,1060,2016,1,4,3,3,5
4,6,1,1161,2010,2,4,3,3,1
1,1,1,2111,2020,1,4,1,3,3
5,4,4,1044,2012,3,3,1,2,1
4,6,4,1069,2013,4,3,2,2,3
6,3,3,1205,2010,1,4,1,2,5
1,3,1,2241,2020,4,3,3,2,1
6,1,5,852,2014,3,4,2,3,4
5,6,3,1085,2010,1,4,1,3,4
1,7,2,1087,2019,4,4,2,3,2
2,7,5,2058,2011,3,4,2,2,2
2,2,2,2145,2010,5,4,1,3,5
4,5,2,1912,2019,3,3,2,2,1
7,1,2,891,2013,2,3,2,3,1
3,6,3,985,2011,4,4,2,3,4
6,6,5,1530,2013,1,3,2,2,3
4,3,3,1710,2013,5,3,2,3,1
1,6,1,2022,2010,5,4,1,2,5
2,2,2,2314,2011,4,3,1,2,3
3,1,1,1086,2011,1,4,1,2,2
7,5,3,1705,2018,3,3,1,3,5
5,4,3,1093,2016,1,4,3,3,5
4,1,3,1062,2020,1,3,1,3,1
6,4,5,970,2011,1,4,2,3,4
5,3,2,1709,2015,5,3,1,2,1
4,2,1,1472,2017,4,4,3,2,2
4,7,5,2363,2019,5,4,3,3,4
7,7,2,2239,2010,2,3,3,2,4
5,2,4,1034,2017,3,3,2,3,3
2,3,4,1748,2012,3,3,2,3,4
1,5,2,2333,2019,4,4,1,3,4
3,1,1,935,2019,1,4,2,3,5
7,3,4,1314,2020,1,4,3,2,2
